review_id,user_id,business_id,stars,date,text,name,review_count,yelping_since,friend_count,useful,funny,cool,fans,state,review_length,word_count,account_age_days,reviews_per_day,states_reviewed_in,reviews_same_day,is_fake,is_short_review,is_extreme_rating,is_low_social,is_single_review_account,is_high_velocity,spam_score
9neCKWZTncesM0UY6VCUGN,VV54Se9iO5lYxgPETZYY1f,81b_Tt06rINqynH_PYdjFA,1.0,2018-03-05 00:00:00,"The soup was better than the sandwich, which I wasn't expecting. It looked better in person than in the online photos, weirdly enough.. It felt a little understaffed, especially near the end of the meal. I liked the soup more than the entree honestly. Kind of landed in the middle for me. The sauces helped more than I thought they would.. Service was friendly and everything tasted fresh. Nothing tasted old or stale, so that's always a plus.. Not bad for a quick meal.",User,162,2018-07-07 00:00:00,25,1,0,0,3,FL,470,84,542,0.3834,1,2,True,0,1,0,0,0,1
c0mIPjUE-tyuzNWkVDpMEA,OGi_xoUIPPjKuOBRcqvrkQ,uvtDcAEXnTLE2SaTxqrKww,2.0,2018-01-14 21:33:37,"As you enter the store the smell of pine sol punches you in the face. I immediately lost my appetite but ordered what was recommended. The tropical raspados. I was very underwhelmed. A cup of ice with pineapple juice, a scoop of vanilla ice cream, fruit and coconut shavings. A huge disappointment.",karen,101,2010-05-25 16:31:39,83,52,18,13,2,AZ,298,52,5813,0.0173748494753139,1,1,False,0,0,0,0,0,0
IPYCMfkMaaAmxDu-jcpekA,XsmNBaqvUu6pzIO_lIMfMw,o3zL4kvolP3CCAMf9lGE6g,1.0,2019-05-03 00:29:33,"This was the second time that the servers and bartenders had such a negative attitude, that we will not be returning.  The food isn't good enough to overcome the treatment we received last evening.  The bartender would not wait on my husband.  Gave them some water, and then proceeded to chit chat with some patrons at the end of the bar. He acted like it was an inconvenience to bring us some tap beers.  We were shown to our table and we asked to sit at a nearby table and the hostess got very huffy and threw the menus on the table.  We figured we were doomed and ended up leaving before ordering.  There are not too many employees that seem very happy with their jobs. Poor management? There are too many other restaurants nearby that have friendly staff and good customer service and good food.",Karen,16,2014-02-09 23:46:21,0,11,0,2,0,ID,799,146,4457,0.0035898586493156,1,1,False,0,0,0,0,0,0
VeTCDZyrOxSJBDBB4L7pRd,JW5h1UrYXBRXsLGl8V4bFH,ct-VF8Yqj4GlxEHZ23Arig,2.0,2019-09-15 00:00:00,"Pretty normal experience, nothing bad really. The sauces helped more than I thought they would.. They were out of one thing I originally wanted.. It was fine, maybe a little overpriced. Food was good and came out fast. Would prob stop in again if nearby. Pretty normal experience, nothing bad really. It was fine, maybe a little overpriced. Food took a while and didn't really feel worth the wait. Everything was tasty and the place felt clean. For the price I expected more than this.",User,124,2019-06-28 00:00:00,2,9,0,0,1,AB,485,85,186,1.6322,2,3,True,0,0,0,0,1,1
SZiRqgEUlqffZPDqP8QFEr,Pm9lzRWt90cLdfs6Z0aVkW,GST3wg-wej15vHeCvaXE6w,4.0,2019-04-19 00:00:00,"It tasted fresh, just not especially memorable. Our server was nice and checked in enough without hovering. My pasta was decent and not overcooked, which I appreciated bc that happens a lot. Inside is casual and a little cramped, but not in a terrible way. It landed in that middle zone where you expect a little more but not a lot more. Food took a while and didn't really feel worth the wait. The sauces helped more than I thought they would..",User,147,2017-12-23 00:00:00,6,5,0,0,3,NV,445,82,738,0.3206,1,1,True,0,0,0,0,0,0
m0-FkwUXodd2BFaeUBvrng,g-QNDDkODu_LXp9vAZeAEw,xZKhj_0PWf9F0ubRyFG5og,5.0,2019-04-22 03:28:43,"Wonderful flavors, lovely space, great people! I highly recommend this place, and the chicken soup was sooo good! The space has 9 vendors and it's close to beautiful art galleries, I am looking forward to coming back and try the sweet rice :)",Laura,57,2015-03-03 02:52:56,126,34,5,12,0,LA,242,43,4070,0.014004914004914,1,1,False,0,1,0,0,0,1
3KllNRBOIhB3Z1hHePTj7g,Nz71ukvVdBcuePQpGI8aQg,mFd-j_KM90IOamGmoN5AQA,2.0,2018-02-28 22:57:58,"This place is another shining example of everything wrong with the current Nashville Culinary Scene...but it's ""trendy"" so everyone is going to ""eat it up"" and love it because they are told they are supposed to...

Went about 4pm and they had music blaring like it was a nightclub at 2am. The server was annoyed that we couldn't hear what she was saying and then was annoyed that she couldn't here what we were saying because between the noise of the music and the way it echos, the only way to communicate effectively is by yelling...

Ordered 4 tacos and 3 of their salsas and only 1 taco was decent, the rest were a fricken joke as far as taste goes and only one of the salsas was good (green/verde sauce)...and it was amazing, but the other ones were bland and flavorless.

Back to the tacos, had the mushroom and kale one as my first and just laughed after taking only one bite and not eating another. It was literally only what seems to be boiled mushrooms and broiled kale that was salted so much it wouldn't decompose for at least 10,000 years on a stale tortilla with no sauce or anything

Margaritas tasted like heavily sugared bottom shelf ""margarita mixer"" with a few drop of tequila.

I seriously question if anybody who likes this place actually has taste buds.

Spent $60 bucks here and could have got much better tacos at a taco truck and two much better margaritas at a random bar for a combined total of $15 elsewhere",Samuel,148,2011-02-02 21:32:05,17,302,132,80,4,TN,1435,261,5560,0.0266187050359712,1,1,False,0,0,0,0,0,0
CdeMv379EOpnTVvkk4qO6g,F1dfJxTrg7ybDOkYgWMVCQ,Hh8jUR0mtVXkAnv8XDZjyA,5.0,2019-01-31 06:36:45,"First time at this place and it was an easy 5 star review to make! Everything was phenomenal. The food was cooked perfectly and the flavors were outstanding on every dish. I was extremely impressed with the staff and how they took such great care of us even though it was super busy at this particular time (Wednesday nights have live music). Vanessa was our server and was extremely responsive and quick with her service even though she was taking care of quite a few other people at the same time. Already one of my favorite places in Reno after just one visit, can't wait to come back!",Scott,1,2016-11-13 18:20:58,321,1,0,1,0,NV,588,108,3449,0.0002899391127863,1,1,False,0,1,0,1,0,2
BY9ON0-a8BN5_Ar7-uLtaw,mxepclAuvZInILjPmy9BNw,i_FWONQD1ZBqrNE2b-M5Ug,5.0,2018-05-23 01:43:44,"My wife and I have eaten at Talula's garden a few times, and have always had an amazing experience. My wife is vegetarian, and we have consistently found great options for both of us. The staff are also very welcoming. On a couple of our visits we were celebrating an anniversary or birthday, and received a complimentary treat, it was a nice gesture. I think we will be returning for future visits whenever we get a chance!",Nadir,16,2015-09-20 03:48:20,201,23,5,20,1,PA,424,77,3869,0.0041354355130524,1,1,False,0,0,0,0,0,0
qbQJNypuDtplnSxrLO0kKA,vOssX3-YwoP4DgdL7uFEHA,tGK86wEGgZoCFGdC9FiYtA,5.0,2018-12-14 15:56:05,"The hot delicious Chinese food on a cold and rainy Sunday was perfect. The orange chicken, spicy beef with veggies and noodles were all especially savory. The two choice selection was ample for two hungry Bucs fans.",Pinkie,389,2015-01-27 18:09:13,3,150,15,91,3,FL,215,37,4105,0.094762484774665,1,1,False,1,1,0,0,0,2
M2b88mGXHTUZymZcWeRkPg,uUxzQh5BmV-Xt3CTb1RE1A,jaJhPD1mn5aqWUr61-nxyw,3.0,2019-09-07 23:29:05,"Hey it's 2019, can you Pleeeeeeaaseeee get some sort of credit card reader on your game machines! I'm just trying to play some games and you don't even have an ATM machine to take cash out! Cmon now! Please invest! it would be fantastic!",Luke,1,2019-09-07 23:29:03,0,0,0,0,0,TN,237,44,2421,0.0004130524576621,1,1,False,1,0,1,1,0,3
2JUeKJHGn454W7eRguShzQ,3PDOggRZTppSxsLDrIgirA,m4Vxvy566FTJ-2GlTn3Obg,5.0,2019-12-22 00:45:47,"I have eaten there twice. Food was excellent-had the brisket both times but I will branch out-I promise. Servings were a decent size. They have a selection of old fashioned bottled drinks-grape Nehi which I haven't heard mentioned since ""MASH"" went off the air, Chocolate YoHoos, etc.-in addition to the basic soda and ice tea choices. One warning-I ordered the moist brisket both times because the first time I ordered it the man behind the counter said if I am not going to put anything on the brisket to get it moist because otherwise it will be too dry. Both times I was there a staff member walked around the dining room making sure everyone was happy-attentive without being intrusive. As a veteran I enjoy all the military artifacts and photos from all branches of the services.",Lyn,36,2015-01-11 18:38:02,5,37,5,9,0,PA,785,137,4121,0.0087357437515166,1,1,False,0,1,0,0,0,1
8DCp9wHfmU6JGMCKOPgidH,xBaMbNSNWWCvDerXC00xco,Wlvr5wT9ztlJb4eNVAKxIw,4.0,2018-09-29 00:00:00,"The first few bites were promising and then it kind of leveled out. The fries were hot and crisp but the burger itself was a little messy and kept sliding apart. The wait wasn't awful, just longer than I expected for the time of day.. Price felt a touch high for what it was. The staff seemed tired but still polite. My friend liked their dish more than I liked mine.. Pretty normal experience, nothing bad really. Everything came out hot and the staff was friendly.",User,30,2019-05-27 00:00:00,2,0,0,0,2,IL,466,86,218,0.0505,2,1,True,0,0,0,0,0,0
MYGQfrecy27zk-FmXqP3FA,Wh9JJlXBMxbK37gzQrBidA,Nvy1jETQItFjG0oyjpGk7w,2.0,2019-03-03 17:49:53,"Ate here twice in 2 days day 1 had the ""that'll pig"" with fries and a Paul Rudd shake spiked.    The burger was huge and cooked to order but the bun was dry borderline stale but not the end of the world.  My Paul Rudd was delicious except they forgot to spike it. Very disappointing the deal breaker on day one was the service.   We were there for lunch and made a 12:45 reservation the service was sooooo slooooow 1 hour and 40 minutes later we finally finished.   I thought to myself this cannot possibly be normal maybe it's an off day.  So I went back the next day for dinner may reservation was honored and timely seating was available this time I ordered the Korean sprouts, the bush wood burger, the plain Jane spiked and an aviation martini.   Again the burger was cooked perfectly Except the prosciutto was not present but pastrami was!   Still it was good.  Brussel sprout leaves were present but again no actual sprouts them selves. My aviation martini never arrived and I needed to ask to have it removed from my bill.  The only redeeming part of the order was my plain Jane spiked shake which was the only part of the meal that was correct.  And again nearly an hour and 40 minutes to get all the wrong stuff and average food.   If you're reading this skip the Farmer & Cow and find a 5 guys",Allen,8,2013-02-11 22:17:31,0,4,2,0,0,DE,1304,242,4820,0.0016597510373443,1,1,False,0,0,0,0,0,0
IAJAMizLB8eTmVLkDEB7oQ,WoU5V9eOUw4yFiDj6xFIdw,UYixLMVmlL761lXVZ36vLw,5.0,2018-04-29 01:23:08,Garlic knots are delicious and so is their pizzas! So far we have had the Hawaiian and NY style.  Wine is a little pricier than expected.,Jennie,14,2016-08-02 22:49:49,0,0,0,0,0,TN,137,26,3552,0.0039414414414414,1,1,False,1,1,1,0,0,3
x6rnVvJiVafrA1B0CsoV6w,g-zp8GA9rWbfN3XQNeDhzg,aU-nwFX8F3Iw9r5DfwhCcg,5.0,2019-02-05 17:57:55,"Excellent poke, very fresh,  may be a little pricey, but well worth it.
More idahoians should eat this kind of food, healthier than biscuits and gravy.",Armlock,47,2017-10-11 20:39:30,0,22,12,4,0,ID,151,26,3117,0.0150786012191209,1,1,False,1,1,0,0,0,2
T1SkIjZU4PNMcu_IwJLsHg,CvQCbUh-GMNLFwQ6ImVEFA,PNVbv2kyUIHeJTDPis2gRg,2.0,2019-03-28 05:14:25,"Pretty good Mexican food. However the fajitas came with 3 tiny tortillas and when I asked for more they asked to run my credit card for $3.00.
In my book that is terrible customer service. 
Will stick to Pepes in old town Goleta where they are happy to accommodate and bring you as many tortillas as you need and have better food and service. Disappointing for high priced Mexican food with zero service.",Jane,23,2015-02-14 15:33:27,45,11,2,2,0,CA,404,73,4087,0.0056275997063861,1,1,False,0,0,0,0,0,0
wNLJ9qYc_k9_LYzIZUOJCQ,mbEvoAhFx9VWgbexB3dGkg,GMVFik6o0Kh38ztkCkFi8g,5.0,2019-05-22 23:19:55,"I normally don't write reviews but this place deserves it. I've been to pretty much all of the boba places around town and none of them beats this place. #1 teahouse in Pinellas. The food is amazing. I've tried almost half of what's on the menu so far and have yet to be disappointed. Every dish I've had has been amazing. And honestly can't say that about any other Vietnamese restaurant I've been to. I've only discovered this place a few weeks ago and I keep coming back.
They're nice.
The place is small but cute and clean.
My only complaint is it's sitting next to a intersection. But its worth the trouble going through traffic to get to.",Brandy,1,2019-05-22 23:08:49,0,0,0,0,0,FL,644,119,2529,0.0003954132068011,1,1,False,0,1,1,1,0,3
yTNgmbjA9mK1xYzM3Ydxbg,y4lPs36Q7mU5QEFImPGWcQ,Exh1uNhTSDR1hGivZBIylA,5.0,2019-03-23 02:22:24,This place was great. The steak was really good and the sauce was amazing. Jason and Bronco were the best and I couldn't ask for better service.,Carrie,20,2014-05-26 17:46:14,21,12,2,3,1,LA,144,27,4351,0.0045966444495518,1,1,False,1,1,0,0,0,2
7mAZm5Nw0pBgdcpMjjWRMA,B8BewjBFqPgxmpFMMfftgg,VJ4Z1gN_gWK2IFQ3Id8Z2w,3.0,2019-06-29 06:25:25,"I was feeling a little homesick and was craving dim sum. I used to go Sunday mornings with the family in DC. I was elated to find that there were dim sum places in Tucson! Luckily, they served it on weekends only! 

I arrived with my husband and obviously any person knows you don't go for customer service. The decor needed some minor improvements but we were seated quickly around noon-ish. 

I will have to say since it is not primarily dim sum, the nostalgia of the a la carte experience where you get to pick and choose items they push in the carts and stamp your card is a little disappointing. For one, I couldn't gauge how much food I wanted and ended up ordering too much, but leftovers is never a really bad thing now, is it?

As for the food, it satisfied my craving and cured my homesickness. We ordered Har Gow, Sui Mai, turnip cake, pork spare ribs, bbq pork, shrimp ball, taro cake and some other stuff that I can't recall. I will say it's not the best I had, but it tasted like what it was suppose to taste like. I want to say it was somewhat bland. 

We did order sushi: salmon and yellowtail. Being that the establishment is focused on sushi, I will have to say their fish to rice ratio is not very proportional. Too excessive to be honest. The quality was decent, but I would go to a different place if I wanted sushi. 

Overall, will I eat here again? Probably if I am craving dim sum again.",Sang,19,2016-01-18 16:13:00,278,21,4,8,1,AZ,1411,268,3749,0.0050680181381701,1,1,False,0,0,0,0,0,0
iu9o2HKjNXMLf9we5w7Dpg,68r9wsQKvyH92ffdh7ogUg,TcNZXteosegb1RO4O5hREw,1.0,2018-12-02 16:31:26,"Tasteless, bland, not even cheap. Locals like it but I found the food to be a step above disgusting. Roast beef smelled funky, the fried catfish and shrimp were fresh but when put in the sandwich I just tasted nothing. No flavors jumped out at me and the wait staff are fairly rude",R,141,2011-12-25 06:56:44,0,101,35,26,0,LA,281,53,5234,0.0269392434084829,2,1,False,0,1,0,0,0,1
VtQMxWMQyJ53OsgQEg2C55,Pm9lzRWt90cLdfs6Z0aVkW,tsAFZdq3sSMwweieMXnhpQ,4.0,2019-09-27 00:00:00,"Nothing tasted old or stale, so that's always a plus.. Really liked the atmosphere and the portions were decent. Ordered a few things and liked most of it. No big complaints, just a nice meal. Nice little spot, decent portions too. Solid food, nice staff, and not much of a wait. I kept going back and forth while eating it, which probably says everything.. Everything came out hot and the staff was friendly. Nothing was awful but I left disappointed.",User,147,2017-12-23 00:00:00,8,4,0,0,3,FL,452,80,738,0.4917,2,3,True,0,0,0,0,0,0
8hgkwQpmr6PIEusXnW22Da,1GvrkGLF2GSssqc2RxyzP3,BzNXX2Qpe6pN8mHHg1t5Cw,1.0,2018-10-14 00:00:00,"Had brunch here over the weekend and it was kind of a mixed bag. Our server was nice and checked in enough without hovering. My pasta was decent and not overcooked, which I appreciated because that happens a lot. Idk, the fries were hot and crisp but the burger itself was a little messy and kept sliding apart. For a busy night they handled it okay. Ordering was easy but pickup took about ten extra minutes past the quoted time. maybe I just came on an off day.",User,91,2017-02-04 00:00:00,3,7,0,0,3,DE,463,88,1060,0.3731,1,1,True,0,1,0,0,0,1
djThdM-ABk2QB1ZoYT6vaQ,E6jqgrWBcoCYbumfGZjzkw,1BZcRoLmJ55rDM5rgt4nLA,5.0,2018-02-17 01:56:30,"Back here again after a LONG 20 hour drive from New Jersey....first stop here to EAT!!! Love this spot, food is soo yummy and owner is a great person!!",Katherine,20,2015-02-09 23:30:00,0,10,0,5,1,FL,151,29,4092,0.0048875855327468,1,1,False,1,1,0,0,0,2
EqMrn0HNXFAdF1rs1o6bGg,Ig2cPK-9GarPK0IbFBOJcQ,SYCGlb0WFyyVxD2K9Z-YuA,1.0,2018-04-21 03:28:32,"Visited this place this afternoon and will NEVER go back. The owner did not greet us or even take our drink order. She walked past us 3 times and even made eye contact. The restaurant was not busy at all! My friend walked up to the bar to ask for service and THE OWNER said do you want the buffet or are you ordering from the menu?! We decided to quietly leave. I was warned prior to going,about her attitude but I tried to give the benefit of the doubt, however I will never spend my money there.",Candice,1,2017-11-20 03:08:05,46,0,0,0,0,LA,497,98,3077,0.0003249918752031,1,1,False,0,1,0,1,0,2
OrQzU4oXOtIR7EOBPOzBIg,sG9dTFp2WwWbRJVjj5gH2w,Mb967pEMu4d1iimJhkdtWg,4.0,2019-01-05 04:39:48,"This review is just for the Way of Lights. It used to be a tradition when I was younger that we (as in my family and church) would come on down to see ""the lights"" and stay at the hotel. I'm glad that the Shrine is continuing the feature, made possible by donations every year. It seems that every tree and bush is decorated with lights, which makes it more unique. You know, like they had to get every detail! During the holiday season, they have kid events and food. The lights were still up on January 4. Whether you are religious or not (there are religious themes), check this out. You will be amazed by the many lights and effort that was put into this.",Jason,605,2014-09-13 02:54:05,140,733,187,364,17,IL,659,126,4241,0.1426550341900495,3,1,False,0,0,0,0,0,0
3oCMtpiegCXCflV73w8yJQ,VClMTiHXXYlLNjalD3N4XQ,l4YoHcvnsK7ICDrTqL7EEg,4.0,2019-08-16 19:22:11,"Vernick Fish is offishally open and you should try to seas a reservation asap, but also be ready to shell out some money to get the full experience! On a scale of 1-5 I give it a 4.5.

The restaurant interior is beautiful, very sofishticated (unlike all the fish puns you're about to endure). It's a shame much of the place faces a parking garage. Full disclosure: we were lucky enough to come during soft opening when food was half off for Comcast employees. Some of the staff seemed to flounder a bit at times but overall service was good and I'm sure it will be better once they get their sea legs!

True to it's name, the menu is heavy on seafood, but there are some non-fish options as well. In addition to the raw bar (oysters, shrimp etc), there is a decent selection of tartares, and crudos, and then some small and large plates and vegetable sides. Definitely recommend sharing dishes. A vegetarian would probably feel like a (hungry) fish out of water here- not too many options. The sourdough and seaweed butter was also a lovely accompaniment and they didn't judge us when we asked for more butter.

First they reeled us in with some oysters (with lots of accoutrements), then we loved the spicy tuna tartare (which we didn't find overly spicy) and the scallop tartare, which both came with waffled chips and were a decent portion size. For raw things, we got the torched kingfish and the sea bream with spicy melon and prosciutto. Aside from fintastic presentation both were very delicious (and came with 4 pieces each.) Would also highly recommend the scallop with dashi and truffle (even though it's a splurge for $24 for ONE scallop) the presentation is beautiful with the shell and ceremonious pouring of the dashi over it. The ricotta tuna corn njuda gnocchi and squid pad thai were also great and more regular sized shareable portions.

For the large plates we opted for the bronzino with tomatillo and avocado salsa,  the tilefish which was cooked perfectly and came with summer squash and pesto, and splurged on the dover sole- a fish that comes with it's own side table where it is filetted in front of you and then smothered in delicious sauce. Everything was delicious but I'm not sure if could justify the $115 price tag on the dover sole without the discount. As someone who enjoys deboning a fish and eating as much as I can of it (tail, cheek etc.) the table-side filleting doesn't have as much appeal (although maybe just for the spectacle and experience of other tables staring- you'll feel like a reel big fish). We may have been the first table to actually ask for the head back... 

Towards the tail end of the meal we somehow managed to find room for dessert despite being stuffed to the gills and they were nice enough to bring out the key lime pie with a candle in it for our friends birthday. The ""Vietnamese"" tart with bubble tea balls between layers was also delicious!

If you drink like a fish- there is a full bar and bottle options- we opted for sparkling rosé because we'd had a few cocktails at JG sky before (recommend doing that too!)

Would love to come back for lunch (would be great for a business lunch) and looking forward to coming back for dinner- great place for a special occasion!  As the delicious fish we devoured might say, I'm hooked.",Melissa,515,2012-10-16 17:47:56,979,2922,1500,1774,145,PA,3295,589,4938,0.104293236127987,1,1,False,0,0,0,0,0,0
67T2Bk2FuA6WTxnNdLhHXQ,-VVbZxelS8OGMhX6wWCCwQ,ZZyVnWiMjySRcFOTmpMS3w,5.0,2019-12-16 01:24:33,love stopping at perfettos for a quick slice of pizza one of the few places in new jersey with pizza dresh from the ovens at and after 10am,Heart Attack,91,2019-12-14 22:18:34,62,49,2,6,1,NJ,139,28,2323,0.0391734825656478,1,1,False,1,0,0,0,0,1
Fj_kutJX3IWJLVi1CKw9Dg,y_4Us9aQzEjeLkyvzULcrQ,o5mH5Ric16JQB3cewSrZdQ,5.0,2018-09-18 09:35:20,"For me, Smiley's is that ""if I lived nearby, I'd be 300lbs"" sort of place!

Fair warning, the food is so great here, if you show up an hour or so before closing, some menu items are often sold out.

That said, all of the sandwiches or platters?  Smiley's food is truly EPIC!

You can easily feed 4 and STUFF them on just $16-$20.

Their ""Tony Montana"" version of a non-traditional STUFFED Cuban should now really be declared a St. Pete original?  Long-pressed until crunchy, and with a mountain of meat.  This sandwich alone has made me make 3 visits here so far.

And that special sauce?  Soo GREAT!  Make sure to ask for it on the side if you have to travel a bit to make it home with a Smiley's sub, like I always do.

Note:  There is very little parking and it's mainly a take-out joint, with no real inside dining.

I hesitate to promote this place and suggest you visit, as you will likely be the guy that arrived JUST before me, and now their ""plato de la casa"" is all sold out!

(Finally:  Yes, I also realize this place is almost a clone of another long-standing joint with a very, very similar menu.  I am a big fan of both!  I'll let others battle out those details...)",John,276,2015-07-02 08:14:43,42,609,124,201,15,FL,1180,222,3949,0.0698911116738414,1,1,False,0,1,0,0,0,1
4y96JQxaDXgGdBASBd0r1Y,3cTBNp1NG1MAtI3JnyrRSL,0KlvdW9Jz6GAz967NHC9Pg,3.0,2019-09-17 00:00:00,"The soup was better than the sandwich, which I wasn't expecting. The tacos tasted fresh enough, just smaller than I pictured from the photos. Food was fresh and service was quick. Delivery showed up warm, so no complaints there. I got the chicken bowl and it was filling, though the rice could have used a bit more seasoning. Also, nothing was awful but i left disappointed. The food was good and the service was easygoing. The whole meal felt kind of uneven.",User,65,2017-08-11 00:00:00,1,6,0,0,0,AZ,459,82,872,0.6807,1,3,True,0,0,0,0,0,0
